年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,予算額（千円）,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,13,法制・法務に要する経費,17,備品購入費,1,管理用備品,17.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,13,法制・法務に要する経費,18,負担金補助及び交付金,1,管理用備品,64.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,13,法制・法務に要する経費,18,負担金補助及び交付金,1,負担金,64.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.1,行政・立法機関(Collective Servuces),Executive and legislative organs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,14,総合賠償保険に要する経費,18,負担金補助及び交付金,1,負担金,4539.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.2,財務・会計（CS,Financial and fiscal affairs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,14,総合賠償保険に要する経費,8,旅費,1,負担金,3.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.2,財務・会計（CS,Financial and fiscal affairs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,14,総合賠償保険に要する経費,8,旅費,2,普通旅費,3.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.2,財務・会計（CS,Financial and fiscal affairs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,14,総合賠償保険に要する経費,11,役務費,2,普通旅費,4536.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.2,財務・会計（CS,Financial and fiscal affairs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,14,総合賠償保険に要する経費,11,役務費,6,保険料,4536.0,1,公共サービス全般,General public services,1.1,行政・立法機関、財務・財政、渉外,"Executive and legislative organs, financial and fiscal affairs, external affairs",1.1.2,財務・会計（CS,Financial and fiscal affairs  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,11,役務費,6,保険料,514.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,1,報酬,6,保険料,272.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,1,報酬,2,委員報酬,272.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,8,旅費,2,委員報酬,97.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,8,旅費,1,費用弁償,76.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,8,旅費,2,普通旅費,21.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,10,需用費,2,普通旅費,32.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,10,需用費,1,消耗品費,32.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,11,役務費,1,消耗品費,27.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,11,役務費,1,通信運搬費,27.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,12,委託料,1,通信運搬費,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,12,委託料,5,委託料,0.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,13,使用料及び賃借料,5,委託料,33.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,13,使用料及び賃借料,1,使用料,33.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,18,負担金補助及び交付金,1,使用料,53.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,15,総務事務に要する経費,18,負担金補助及び交付金,1,負担金,53.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,18,負担金補助及び交付金,1,負担金,791.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,1,報酬,1,負担金,448.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,1,報酬,2,委員報酬,448.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,8,旅費,2,委員報酬,128.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,8,旅費,1,費用弁償,112.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,8,旅費,2,普通旅費,16.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
2021,一般会計,2,総務費,1,総務管理費,1,一般管理費,16,情報公開等に要する経費,10,需用費,2,普通旅費,21.0,1,公共サービス全般,General public services,1.3,一般サービス,General services,1.3.3,その他の一般サービス(CS),Other general services  (CS)
