,年度,所属,所属名,会計,会計名,款,款名,項,項名,目,目名,事業,事業名,節,節名,細節,細節名,予算額,COFOG_Level1,COFOG_Level2
163,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,7,報償費,21,広報関係報償費,3000,1,1.3
164,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,8,旅費,1,普通旅費,3000,1,1.3
165,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,10,需用費,1,消耗品費,680000,1,1.3
166,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,10,需用費,6,修繕料,251000,1,1.3
167,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,11,役務費,1,通信運搬費,876000,1,1.3
168,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,11,役務費,4,手数料,9040000,1,1.3
169,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,12,委託料,21,声の広報あびこ作成委託料,666000,1,1.3
170,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,12,委託料,23,広報作成委託料,25737000,1,1.3
171,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,12,委託料,24,ニュースレターあびこ作成業務委託料,132000,1,1.3
172,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,13,使用料及び賃借料,1,事務機器使用料,118000,1,1.3
173,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,13,使用料及び賃借料,23,デザイン・動画等編集ソフト使用料,152000,1,1.3
174,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,10,広報発行事業,17,備品購入費,22,広報室事務用備品購入費,236000,1,1.3
175,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,15,情報公開事務運営費,8,旅費,1,普通旅費,1000,1,1.3
176,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,15,情報公開事務運営費,10,需用費,1,消耗品費,393000,1,1.3
177,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,15,情報公開事務運営費,10,需用費,6,修繕料,200000,1,1.3
178,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,15,情報公開事務運営費,13,使用料及び賃借料,1,事務機器使用料,124000,1,1.3
179,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,15,情報公開事務運営費,13,使用料及び賃借料,22,情報公開データベース使用料,80000,1,1.3
180,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,8,旅費,1,普通旅費,3000,1,1.3
181,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,8,旅費,2,研修旅費,2000,1,1.3
182,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,10,需用費,1,消耗品費,5000,1,1.3
183,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,12,委託料,21,ホームページ作成研修委託料,66000,1,1.3
184,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,12,委託料,23,ホームページ保守点検委託料,2581000,1,1.3
185,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,13,使用料及び賃借料,21,ホームページ運用ソフト使用料,660000,1,1.3
186,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,16,ホームページ運営費,13,使用料及び賃借料,22,ホームページ運用サーバー等使用料,845000,1,1.3
187,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,8,旅費,1,普通旅費,27000,1,1.3
188,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,8,旅費,2,研修旅費,7000,1,1.3
189,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,10,需用費,1,消耗品費,306000,1,1.3
190,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,12,委託料,21,情報発信委託料,4015000,1,1.3
191,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,13,使用料及び賃借料,22,行財政情報発信サービス使用料,528000,1,1.3
192,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,13,使用料及び賃借料,23,デザイン・動画等編集ソフト使用料,152000,1,1.3
193,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,17,備品購入費,21,魅力発信室用備品購入費,200000,1,1.3
194,R3,101020000,秘書広報課,1,一般会計,2,総務費,1,総務管理費,3,情報公開費,17,シティプロモーションの推進事業,18,負担金補助及び交付金,21,日本広報協会負担金,42000,1,1.3
195,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,6138000,1,1.3
196,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,664000,1,1.3
197,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,1067000,1,1.3
198,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,302000,1,1.3
199,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,10,需用費,1,消耗品費,7400000,1,1.3
200,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,10,需用費,6,修繕料,2271000,1,1.3
201,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,11,役務費,1,通信運搬費,13507000,1,1.3
202,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,12,委託料,21,印刷機器等保守点検業務委託料,1138000,1,1.3
203,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,12,委託料,24,廃棄文書処理業務委託料,380000,1,1.3
204,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,12,委託料,26,保存文書保管業務委託料,5371000,1,1.3
205,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,12,委託料,28,例規集データベース更新委託料,836000,1,1.3
206,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,12,委託料,32,弁護士相談業務委託料,1934000,1,1.3
207,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,13,使用料及び賃借料,1,事務機器使用料,1588000,1,1.3
208,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,13,使用料及び賃借料,21,例規検索システム使用料,1059000,1,1.3
209,R3,101050000,文書管理課,1,一般会計,2,総務費,1,総務管理費,4,文書管理費,10,文書管理事務運営費,17,備品購入費,23,文書保管キャビネット購入費,1099000,1,1.3
210,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,1,非常勤特別職人件費,1,報酬,21,我孫子市補助金等検討委員会委員報酬,123000,1,1.1
211,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,7,報償費,22,ふるさと納税寄附者贈答品,9000000,1,1.1
212,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,8,旅費,1,普通旅費,3000,1,1.1
213,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,8,旅費,2,研修旅費,7000,1,1.1
214,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,10,需用費,1,消耗品費,240000,1,1.1
215,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,10,需用費,4,印刷製本費,1393000,1,1.1
216,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,11,役務費,1,通信運搬費,2129000,1,1.1
217,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,11,役務費,4,手数料,215000,1,1.1
218,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,12,委託料,27,ふるさと納税業務一括代行委託料,3139000,1,1.1
219,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,12,委託料,30,財務書類等作成支援業務委託料,1782000,1,1.1
220,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,12,委託料,31,公会計システム保守業務委託料,385000,1,1.1
221,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,12,委託料,32,財務会計システム保守業務委託料,396000,1,1.1
222,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,12,委託料,33,財務会計システムデータ移行業務委託料,3630000,1,1.1
223,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,13,使用料及び賃借料,23,ふるさと納税公金支払システム利用料,1438000,1,1.1
224,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,13,使用料及び賃借料,25,例規検索システム使用料,40000,1,1.1
225,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,13,使用料及び賃借料,27,財務会計システム賃借料,503000,1,1.1
226,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,10,財政管理事務運営費,13,使用料及び賃借料,28,財務会計システム使用料,1707000,1,1.1
227,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,80,公社委託財産取得等事業,16,公有財産購入費,21,委託等用地取得費,633000,1,1.1
228,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,80,公社委託財産取得等事業,21,補償補填及び賠償金,21,委託等補償費,1927000,1,1.1
229,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,82,基金積立金,24,積立金,21,財政調整基金積立金,250000000,1,1.1
230,R3,105020000,財政課,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,82,基金積立金,24,積立金,23,森林環境譲与税基金積立金,11000000,1,1.1
231,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,6058000,1,1.1
232,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,649000,1,1.1
233,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,1085000,1,1.1
234,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,392000,1,1.1
235,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,8,旅費,1,普通旅費,2000,1,1.1
236,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,8,旅費,2,研修旅費,7000,1,1.1
237,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,10,需用費,1,消耗品費,424000,1,1.1
238,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,10,需用費,4,印刷製本費,188000,1,1.1
239,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,10,需用費,6,修繕料,190000,1,1.1
240,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,11,役務費,1,通信運搬費,84000,1,1.1
241,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,11,役務費,4,手数料,2537000,1,1.1
242,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,11,役務費,8,その他保険料,261000,1,1.1
243,R3,1001010000,会計課,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,10,会計事務運営費,13,使用料及び賃借料,1,事務機器使用料,5000,1,1.1
244,R3,101040000,施設管理課,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,10,財産管理事務運営費,8,旅費,1,普通旅費,3000,1,1.1
