,年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,,節,節名称,予算額,COFOG_Level1,COFOG_Level2
231,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,100,交通安全指導経費,,11,役務費,71,3,3.6
232,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,100,交通安全指導経費,,12,委託料,1244,3,3.6
233,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,100,交通安全指導経費,,13,使用料及び賃借料,5984,3,3.6
234,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,7,報償費,0,4,4.9
235,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,10,需用費,1389,4,4.9
236,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,11,役務費,566,4,4.9
237,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,12,委託料,38832,4,4.9
238,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,13,使用料及び賃借料,2705,4,4.9
239,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,14,工事請負費,500,4,4.9
240,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,18,負担金・補助及び交付金,31590,4,4.9
241,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,,22,償還金・利子及び割引料,5,4,4.9
242,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,104,駐車場対策事務経費,,11,役務費,33,4,4.5
243,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,104,駐車場対策事務経費,,12,委託料,308,4,4.5
244,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,,10,需用費,1,4,4.5
245,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,,12,委託料,0,4,4.5
246,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,,13,使用料及び賃借料,59,4,4.5
247,R3,一般会計,2,総務費,1,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,,18,負担金・補助及び交付金,62872,4,4.5
248,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,112,多摩市立複合文化施設等管理運営事業,,12,委託料,243161,8,8.2
249,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,112,多摩市立複合文化施設等管理運営事業,,21,補償補填及び賠償金,99282,8,8.2
250,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,114,複合文化施設修繕事業,,10,需用費,0,8,8.2
251,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,,10,需用費,51022,8,8.2
252,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,,12,委託料,192894,8,8.2
253,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,,14,工事請負費,6280796,8,8.2
254,R3,一般会計,2,総務費,1,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,,17,備品購入費,202583,8,8.2
255,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,115,文化推進事務経費,,10,需用費,0,8,8.6
256,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,115,文化推進事務経費,,12,委託料,0,8,8.6
257,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,116,都市交流推進事業,,8,旅費,51,6,6.6
258,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,116,都市交流推進事業,,10,需用費,10,6,6.6
259,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,116,都市交流推進事業,,11,役務費,22,6,6.6
260,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,116,都市交流推進事業,,12,委託料,402,6,6.6
261,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,116,都市交流推進事業,,13,使用料及び賃借料,89,6,6.6
262,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,118,国際化推進事業,,7,報償費,144,4,4.1
263,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,118,国際化推進事業,,10,需用費,28,4,4.1
264,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,118,国際化推進事業,,12,委託料,2382,4,4.1
265,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,119,多摩市国際交流センター補助事業,,18,負担金・補助及び交付金,3780,4,4.1
266,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,867,文化施策推進事業,,7,報償費,461,8,8.6
267,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,867,文化施策推進事業,,10,需用費,14,8,8.6
268,R3,一般会計,2,総務費,1,総務管理費,12,文化推進費,867,文化施策推進事業,,13,使用料及び賃借料,31,8,8.6
269,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,121,多摩市自治連合会補助事業,,18,負担金・補助及び交付金,3036,6,6.6
270,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,10,需用費,683,6,6.2
271,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,11,役務費,295,6,6.2
272,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,12,委託料,2408,6,6.2
273,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,13,使用料及び賃借料,2645,6,6.2
274,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,14,工事請負費,11877,6,6.2
275,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,16,公有財産購入費,0,6,6.2
276,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,122,集会所管理経費,,18,負担金・補助及び交付金,580,6,6.2
277,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,124,複合施設等管理経費,,10,需用費,23735,4,4.7
278,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,124,複合施設等管理経費,,11,役務費,344,4,4.7
279,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,124,複合施設等管理経費,,12,委託料,18192,4,4.7
280,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,124,複合施設等管理経費,,14,工事請負費,2800,4,4.7
281,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,1,報酬,0,4,4.7
282,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,7,報償費,0,4,4.7
283,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,10,需用費,1318,4,4.7
284,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,11,役務費,108,4,4.7
285,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,12,委託料,17318,4,4.7
286,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,13,使用料及び賃借料,426,4,4.7
287,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,17,備品購入費,0,4,4.7
288,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,22,償還金・利子及び割引料,3,4,4.7
289,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,,26,公課費,0,4,4.7
290,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,10,需用費,45571,6,6.2
291,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,11,役務費,2034,6,6.2
292,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,12,委託料,247967,6,6.2
293,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,13,使用料及び賃借料,4,6,6.2
294,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,14,工事請負費,8060,6,6.2
295,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,18,負担金・補助及び交付金,49,6,6.2
296,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,22,償還金・利子及び割引料,1,6,6.2
297,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,,26,公課費,0,6,6.2
298,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,129,地域複合館改修事業,,10,需用費,34,4,4.7
299,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,129,地域複合館改修事業,,12,委託料,11845,4,4.7
300,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,129,地域複合館改修事業,,14,工事請負費,189200,4,4.7
301,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,864,市民協働推進事業,,7,報償費,26,6,6.2
302,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,864,市民協働推進事業,,10,需用費,20,6,6.2
303,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,864,市民協働推進事業,,12,委託料,417,6,6.2
304,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,990,コミュニティセンター改修事業,,12,委託料,19475,6,6.2
305,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,990,コミュニティセンター改修事業,,13,使用料及び賃借料,0,6,6.2
306,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,990,コミュニティセンター改修事業,,14,工事請負費,363800,6,6.2
307,R3,一般会計,2,総務費,1,総務管理費,13,地域振興費,990,コミュニティセンター改修事業,,17,備品購入費,456,6,6.2
308,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,1,報酬,10325,1,1.3
309,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,8,旅費,557,1,1.3
310,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,10,需用費,1691,1,1.3
311,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,11,役務費,847,1,1.3
312,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,12,委託料,8251,1,1.3
313,R3,一般会計,2,総務費,1,総務管理費,15,出張所費,137,出張所管理運営費,,13,使用料及び賃借料,15508,1,1.3
314,R3,一般会計,2,総務費,1,総務管理費,16,防犯対策費,138,防犯対策事務経費,,1,報酬,362,3,3.6
315,R3,一般会計,2,総務費,1,総務管理費,16,防犯対策費,138,防犯対策事務経費,,7,報償費,0,3,3.6
316,R3,一般会計,2,総務費,1,総務管理費,16,防犯対策費,138,防犯対策事務経費,,10,需用費,24,3,3.6
317,R3,一般会計,2,総務費,1,総務管理費,16,防犯対策費,138,防犯対策事務経費,,12,委託料,55,3,3.6
318,R3,一般会計,2,総務費,1,総務管理費,16,防犯対策費,138,防犯対策事務経費,,18,負担金・補助及び交付金,2243,3,3.6
319,R3,一般会計,2,総務費,1,総務管理費,17,諸費,139,諸事務経費,,18,負担金・補助及び交付金,2473,1,1.3
320,R3,一般会計,2,総務費,1,総務管理費,17,諸費,140,人権啓発事業,,7,報償費,104,10,10.7
321,R3,一般会計,2,総務費,1,総務管理費,17,諸費,140,人権啓発事業,,10,需用費,353,10,10.7
322,R3,一般会計,2,総務費,1,総務管理費,17,諸費,140,人権啓発事業,,11,役務費,202,10,10.7
323,R3,一般会計,2,総務費,1,総務管理費,17,諸費,140,人権啓発事業,,12,委託料,126,10,10.7
324,R3,一般会計,2,総務費,1,総務管理費,17,諸費,140,人権啓発事業,,18,負担金・補助及び交付金,308,10,10.7
325,R3,一般会計,2,総務費,1,総務管理費,17,諸費,141,過誤納還付金及び還付加算金,,22,償還金・利子及び割引料,160000,3,3.6
326,R3,一般会計,2,総務費,1,総務管理費,17,諸費,143,保護司活動支援経費,,7,報償費,394,3,3.6
327,R3,一般会計,2,総務費,1,総務管理費,17,諸費,143,保護司活動支援経費,,10,需用費,30,3,3.6
328,R3,一般会計,2,総務費,1,総務管理費,17,諸費,143,保護司活動支援経費,,18,負担金・補助及び交付金,1326,3,3.6
329,R3,一般会計,2,総務費,1,総務管理費,17,諸費,144,防衛施設関係経費,,18,負担金・補助及び交付金,10,3,3.6
330,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,1,報酬,1972,3,3.6
331,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,7,報償費,117,3,3.6
332,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,8,旅費,223,3,3.6
333,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,10,需用費,35,3,3.6
334,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,13,使用料及び賃借料,120,3,3.6
335,R3,一般会計,2,総務費,1,総務管理費,17,諸費,150,犯罪被害者等支援事業,,20,貸付金,1,3,3.6
336,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,4,職員人件費等,,2,給料,159764,1,1.1
337,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,4,職員人件費等,,3,職員手当等,132727,1,1.1
338,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,4,職員人件費等,,4,共済費,58272,1,1.1
339,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,4,職員人件費等,,8,旅費,205,1,1.1
340,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,153,固定資産評価審査委員会運営費,,1,報酬,475,1,1.1
341,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,153,固定資産評価審査委員会運営費,,8,旅費,27,1,1.1
342,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,153,固定資産評価審査委員会運営費,,10,需用費,20,1,1.1
343,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,153,固定資産評価審査委員会運営費,,12,委託料,192,1,1.1
344,R3,一般会計,2,総務費,2,徴税費,1,税務総務費,153,固定資産評価審査委員会運営費,,18,負担金・補助及び交付金,12,1,1.1
345,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,1,報酬,0,1,1.1
346,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,10,需用費,9358,1,1.1
347,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,11,役務費,170,1,1.1
348,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,12,委託料,21186,1,1.1
349,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,13,使用料及び賃借料,1019,1,1.1
350,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,155,課税事務経費,,18,負担金・補助及び交付金,4570,1,1.1
351,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,1,報酬,0,1,1.1
352,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,10,需用費,5005,1,1.1
353,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,11,役務費,45,1,1.1
354,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,12,委託料,35983,1,1.1
355,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,13,使用料及び賃借料,10,1,1.1
356,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,18,負担金・補助及び交付金,90,1,1.1
357,R3,一般会計,2,総務費,2,徴税費,2,賦課徴収費,156,資産税事務経費,,26,公課費,5,1,1.1
